nodeId,birthday,education;classes;id,education;concentration;id,education;degree;id,education;school;id,education;type,education;with;id,education;year;id,first_name,gender,hometown;id,languages;id,last_name,locale,location;id,work;employer;id,work;end_date,work;location;id,work;position;id,work;start_date,work;with;id
238,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,124,127,138,-1,-1,-1,-1,-1,-1
239,-1,12,-1,-1,52,55,-1,-1,-1,78,89,-1,-1,127,138,156,-1,-1,-1,-1,-1
240,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
241,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
242,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
243,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,124,127,-1,-1,-1,-1,-1,-1,-1
244,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
245,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
246,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,124,127,-1,-1,-1,-1,-1,-1,-1
247,7,-1,-1,-1,52,55,-1,72,-1,78,89,103,-1,127,-1,-1,172,-1,193,204,-1
248,-1,-1,19,-1,52,55,-1,72,-1,78,-1,-1,-1,127,-1,156,172,138,-1,204,-1
249,-1,-1,19,-1,52,55,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
250,7,-1,19,-1,52,55,-1,72,-1,78,-1,103,-1,127,138,-1,-1,-1,-1,-1,-1
251,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
252,-1,12,19,-1,52,55,-1,72,-1,78,-1,103,-1,127,138,156,172,138,-1,204,205
253,-1,-1,-1,-1,-1,55,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
254,-1,-1,19,-1,52,55,-1,72,-1,78,-1,-1,124,127,138,156,172,138,193,204,-1
255,-1,-1,-1,-1,52,55,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
256,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,103,-1,127,-1,-1,-1,-1,-1,-1,-1
257,7,-1,19,-1,52,55,-1,72,-1,78,-1,-1,-1,127,138,-1,-1,138,193,204,-1
258,-1,12,19,-1,52,55,-1,72,-1,78,-1,103,-1,127,-1,156,172,138,193,204,-1
259,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
260,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
261,-1,-1,-1,-1,52,55,-1,72,-1,78,89,103,-1,127,138,-1,172,-1,-1,204,-1
262,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
263,-1,-1,-1,-1,52,55,-1,72,-1,78,89,103,124,127,-1,-1,-1,-1,-1,204,-1
264,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
265,7,-1,-1,-1,52,55,-1,72,76,78,-1,103,-1,127,138,156,-1,138,-1,204,-1
266,7,-1,19,23,52,55,-1,72,-1,78,-1,103,-1,-1,138,-1,-1,-1,193,204,-1
267,-1,-1,-1,-1,-1,55,-1,72,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
268,-1,-1,-1,-1,52,55,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
269,-1,-1,19,23,52,55,-1,72,-1,78,-1,-1,-1,127,138,156,172,138,193,204,-1
270,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,124,127,-1,-1,-1,-1,-1,-1,-1
271,-1,-1,19,-1,52,55,-1,72,-1,78,-1,103,-1,127,138,156,172,138,-1,204,-1
272,-1,-1,19,-1,52,55,-1,-1,-1,-1,-1,-1,-1,127,-1,-1,172,-1,-1,204,-1
273,7,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
274,7,-1,19,-1,52,55,-1,72,-1,78,-1,103,-1,127,138,-1,172,138,-1,204,-1
275,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
276,7,-1,19,-1,52,55,-1,72,-1,78,-1,103,-1,127,-1,156,172,-1,193,204,-1
277,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
278,-1,-1,-1,-1,52,55,-1,-1,76,78,89,-1,124,127,138,-1,172,-1,-1,204,-1
279,-1,-1,-1,-1,-1,55,-1,-1,-1,78,89,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
280,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
281,7,-1,-1,-1,-1,55,-1,72,-1,78,-1,103,-1,127,-1,156,172,138,193,204,-1
282,-1,-1,-1,-1,-1,55,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
283,-1,-1,19,23,52,55,-1,72,-1,78,-1,103,-1,127,-1,156,-1,-1,-1,204,-1
284,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
285,-1,-1,19,-1,52,55,-1,72,-1,78,89,103,-1,127,138,156,172,138,193,204,-1
286,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
287,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
288,-1,-1,19,-1,52,55,-1,72,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
289,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,-1,-1,172,-1,-1,-1,-1
290,-1,-1,19,-1,52,55,-1,-1,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
291,7,-1,19,-1,52,55,-1,72,-1,78,-1,-1,-1,127,138,156,172,138,193,204,-1
292,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
293,7,-1,-1,-1,-1,55,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,204,-1
294,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
295,7,12,19,-1,52,55,-1,72,76,78,-1,-1,-1,127,138,156,-1,138,193,-1,-1
296,-1,-1,-1,-1,52,55,-1,72,-1,78,89,-1,124,127,-1,-1,172,-1,-1,-1,-1
297,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,-1,156,172,138,193,204,-1
298,7,-1,-1,-1,-1,55,-1,72,-1,78,-1,-1,-1,127,-1,156,172,138,193,204,-1
299,-1,-1,19,-1,52,55,-1,72,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
300,-1,-1,-1,-1,52,55,-1,72,-1,78,89,-1,124,127,138,-1,172,-1,-1,204,-1
301,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
302,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
303,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
304,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,124,127,-1,-1,-1,-1,-1,-1,-1
305,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
306,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
307,7,-1,19,-1,-1,55,-1,72,-1,78,-1,103,-1,127,138,156,-1,138,-1,204,-1
308,-1,-1,19,-1,52,55,-1,72,-1,78,89,-1,-1,127,138,-1,-1,-1,-1,-1,-1
309,-1,-1,-1,-1,-1,55,-1,72,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
310,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,89,-1,-1,127,138,-1,-1,-1,-1,-1,-1
311,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
312,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,124,127,-1,-1,-1,-1,-1,-1,-1
313,-1,12,-1,-1,52,55,-1,72,-1,78,-1,103,124,127,138,156,-1,-1,-1,-1,205
314,7,-1,19,-1,52,55,-1,72,-1,78,-1,103,-1,127,138,-1,172,-1,193,204,-1
315,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,89,103,124,127,138,-1,-1,-1,-1,-1,-1
316,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
317,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,103,-1,127,138,-1,172,-1,-1,204,-1
318,7,-1,-1,-1,52,55,-1,72,-1,78,-1,103,-1,127,138,-1,-1,-1,-1,-1,-1
319,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
320,-1,-1,19,23,52,55,-1,72,-1,78,-1,103,-1,127,138,-1,172,-1,-1,-1,-1
321,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
322,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,124,127,-1,-1,-1,-1,-1,-1,-1
323,7,-1,19,-1,52,55,-1,72,-1,78,-1,103,-1,127,138,156,172,138,193,204,-1
324,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
325,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
326,-1,-1,-1,-1,52,55,-1,-1,-1,78,89,-1,124,127,138,156,172,138,-1,204,-1
327,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,124,127,-1,-1,-1,-1,-1,-1,-1
328,7,-1,-1,-1,52,55,-1,-1,76,78,-1,-1,-1,127,138,-1,-1,138,-1,-1,-1
329,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
330,7,-1,19,23,52,55,-1,72,-1,78,-1,-1,-1,127,138,-1,172,138,193,204,-1
331,7,-1,19,-1,52,55,-1,72,-1,78,-1,103,-1,127,138,156,172,138,193,204,-1
332,7,-1,19,-1,52,55,-1,72,-1,78,-1,-1,-1,127,-1,156,172,138,193,204,-1
333,-1,-1,-1,-1,52,55,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
334,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,103,124,127,138,-1,-1,-1,-1,-1,-1
335,7,-1,19,-1,52,55,-1,72,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
336,7,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
337,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1
338,-1,-1,-1,-1,52,55,-1,-1,-1,78,-1,-1,-1,127,-1,-1,-1,-1,-1,204,-1
339,7,-1,19,-1,52,55,-1,72,-1,78,89,103,124,-1,138,156,172,138,-1,204,-1
340,-1,-1,-1,-1,52,55,-1,-1,-1,78,-1,-1,-1,127,-1,156,172,-1,-1,204,-1
341,7,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,138,-1,-1,-1,-1,-1,-1
342,-1,-1,-1,-1,52,55,-1,72,76,78,89,-1,-1,127,138,-1,-1,-1,-1,-1,-1
343,7,-1,-1,-1,-1,-1,-1,-1,-1,78,89,-1,124,127,-1,-1,-1,-1,-1,-1,-1
344,-1,-1,-1,-1,52,55,-1,72,-1,78,-1,-1,-1,127,138,156,-1,-1,-1,-1,-1
345,-1,-1,-1,-1,52,55,-1,72,-1,78,89,-1,124,127,138,-1,-1,-1,-1,-1,-1
346,7,-1,19,23,52,55,-1,72,-1,78,89,103,124,127,138,-1,-1,138,-1,204,-1
347,-1,-1,19,-1,52,55,-1,72,-1,78,-1,103,124,127,138,-1,-1,-1,-1,-1,-1
